index,filename,type,ann_id,ref_id,image_id,sent_id,sentence_raw
1,COCO_train2014_000000581282_10.jpg,or_refcoco,1313895,47,581282,136,person bottom left
2,COCO_train2014_000000581282_10.jpg,or_refcoco,1313895,47,581282,137,left black shirt
3,COCO_train2014_000000580668_5.jpg,or_refcoco,2151630,109,580668,316,man on right
4,COCO_train2014_000000580668_5.jpg,or_refcoco,2151630,109,580668,317,right man
5,COCO_train2014_000000580668_5.jpg,or_refcoco,2151630,109,580668,318,MAN SITTING ON BENCH
6,COCO_train2014_000000580668_2.jpg,or_refcoco,428963,110,580668,319,person on left of bench
7,COCO_train2014_000000580668_2.jpg,or_refcoco,428963,110,580668,320,person on left yellow boots
8,COCO_train2014_000000580668_2.jpg,or_refcoco,428963,110,580668,321,person left
9,COCO_train2014_000000580668_1.jpg,or_refcoco,356741,111,580668,322,blue car right
10,COCO_train2014_000000580668_1.jpg,or_refcoco,356741,111,580668,323,blue car
11,COCO_train2014_000000580668_0.jpg,or_refcoco,344471,112,580668,324,white car left
12,COCO_train2014_000000580668_0.jpg,or_refcoco,344471,112,580668,325,white car
13,COCO_train2014_000000580668_0.jpg,or_refcoco,344471,112,580668,326,left car
14,COCO_train2014_000000577725_3.jpg,or_refcoco,1219171,382,577725,1090,Man on far left on screen
15,COCO_train2014_000000577725_3.jpg,or_refcoco,1219171,382,577725,1091,man left cut off
16,COCO_train2014_000000577725_3.jpg,or_refcoco,1219171,382,577725,1092,man walking out of picture
17,COCO_train2014_000000577725_1.jpg,or_refcoco,205480,383,577725,1093,main guy on the tv
18,COCO_train2014_000000577725_1.jpg,or_refcoco,205480,383,577725,1094,MAN FRONT /CENTER
19,COCO_train2014_000000577725_1.jpg,or_refcoco,205480,383,577725,1095,seated man
20,COCO_train2014_000000576322_5.jpg,or_refcoco,476773,519,576322,1474,woman in blue
21,COCO_train2014_000000576322_5.jpg,or_refcoco,476773,519,576322,1475,women in blue
22,COCO_train2014_000000576322_5.jpg,or_refcoco,476773,519,576322,1476,left
23,COCO_train2014_000000576322_17.jpg,or_refcoco,2206523,520,576322,1477,guy on right
24,COCO_train2014_000000576322_17.jpg,or_refcoco,2206523,520,576322,1478,right guy
25,COCO_train2014_000000576322_17.jpg,or_refcoco,2206523,520,576322,1479,guy
26,COCO_train2014_000000576286_4.jpg,or_refcoco,510855,525,576286,1491,lady middle pink
27,COCO_train2014_000000576286_4.jpg,or_refcoco,510855,525,576286,1492,Woman standing inbetween the two guys
28,COCO_train2014_000000576286_4.jpg,or_refcoco,510855,525,576286,1493,the old lady in between the players
29,COCO_train2014_000000576286_3.jpg,or_refcoco,494453,526,576286,1494,guy on left of screen red shirt
30,COCO_train2014_000000576286_3.jpg,or_refcoco,494453,526,576286,1495,guy in back left red shirt
31,COCO_train2014_000000576286_3.jpg,or_refcoco,494453,526,576286,1496,guy in red on left
32,COCO_train2014_000000576286_2.jpg,or_refcoco,465887,527,576286,1497,"left guy, organge"
33,COCO_train2014_000000576286_2.jpg,or_refcoco,465887,527,576286,1498,guy on the left with the bat
34,COCO_train2014_000000576286_2.jpg,or_refcoco,465887,527,576286,1499,orange
35,COCO_train2014_000000576286_1.jpg,or_refcoco,451559,528,576286,1500,Baseball batter on the right
36,COCO_train2014_000000576286_1.jpg,or_refcoco,451559,528,576286,1501,blue shirt
37,COCO_train2014_000000576286_1.jpg,or_refcoco,451559,528,576286,1502,right player
38,COCO_train2014_000000576188_3.jpg,or_refcoco,457156,537,576188,1525,body of guy in back
39,COCO_train2014_000000576188_3.jpg,or_refcoco,457156,537,576188,1526,half of a person
40,COCO_train2014_000000576188_3.jpg,or_refcoco,457156,537,576188,1527,were no good at this today lol....guy top
41,COCO_train2014_000000576188_2.jpg,or_refcoco,426713,538,576188,1528,player number 8
42,COCO_train2014_000000576188_2.jpg,or_refcoco,426713,538,576188,1529,number 8
43,COCO_train2014_000000576188_1.jpg,or_refcoco,425901,539,576188,1530,black shorts
44,COCO_train2014_000000576188_1.jpg,or_refcoco,425901,539,576188,1531,#2
45,COCO_train2014_000000575980_1.jpg,or_refcoco,473060,557,575980,1581,standing kid
46,COCO_train2014_000000575980_1.jpg,or_refcoco,473060,557,575980,1582,upper kid
47,COCO_train2014_000000575980_1.jpg,or_refcoco,473060,557,575980,1583,kid standing
48,COCO_train2014_000000575980_0.jpg,or_refcoco,424789,558,575980,1584,front kid
49,COCO_train2014_000000575980_0.jpg,or_refcoco,424789,558,575980,1585,kid down
50,COCO_train2014_000000575980_0.jpg,or_refcoco,424789,558,575980,1586,boy sitting
51,COCO_train2014_000000575649_1.jpg,or_refcoco,524140,588,575649,1670,BABY HOLDING TOY
52,COCO_train2014_000000575649_1.jpg,or_refcoco,524140,588,575649,1671,right baby
53,COCO_train2014_000000575649_0.jpg,or_refcoco,517144,589,575649,1672,left kid
54,COCO_train2014_000000575649_0.jpg,or_refcoco,517144,589,575649,1673,baby on left
55,COCO_train2014_000000574760_3.jpg,or_refcoco,2159201,640,574760,1817,wet hair
56,COCO_train2014_000000574760_3.jpg,or_refcoco,2159201,640,574760,1818,lady gettin hair cut
57,COCO_train2014_000000574760_3.jpg,or_refcoco,2159201,640,574760,1819,Client
58,COCO_train2014_000000574760_1.jpg,or_refcoco,515455,641,574760,1820,woman blow drying
59,COCO_train2014_000000574760_1.jpg,or_refcoco,515455,641,574760,1821,HAIRDRESSER
60,COCO_train2014_000000574760_1.jpg,or_refcoco,515455,641,574760,1822,hairstylist
61,COCO_train2014_000000573704_9.jpg,or_refcoco,1746124,732,573704,2079,right batter
62,COCO_train2014_000000573704_9.jpg,or_refcoco,1746124,732,573704,2080,right player
63,COCO_train2014_000000573704_9.jpg,or_refcoco,1746124,732,573704,2081,right man
64,COCO_train2014_000000573704_1.jpg,or_refcoco,516151,733,573704,2082,left man
65,COCO_train2014_000000573704_1.jpg,or_refcoco,516151,733,573704,2083,guy on left
66,COCO_train2014_000000573704_0.jpg,or_refcoco,438108,734,573704,2084,middle guy
67,COCO_train2014_000000573704_0.jpg,or_refcoco,438108,734,573704,2085,middle guy
68,COCO_train2014_000000573704_0.jpg,or_refcoco,438108,734,573704,2086,middle
69,COCO_train2014_000000573476_24.jpg,or_refcoco,2157292,756,573476,2145,left person
70,COCO_train2014_000000573476_24.jpg,or_refcoco,2157292,756,573476,2146,kid stealing treats
71,COCO_train2014_000000573476_24.jpg,or_refcoco,2157292,756,573476,2147,left kid
72,COCO_train2014_000000573476_11.jpg,or_refcoco,1713014,757,573476,2148,glasses
73,COCO_train2014_000000573476_11.jpg,or_refcoco,1713014,757,573476,2149,dad right
74,COCO_train2014_000000573476_11.jpg,or_refcoco,1713014,757,573476,2150,adult male center right
75,COCO_train2014_000000572689_4.jpg,or_refcoco,1211515,814,572689,2310,chick
76,COCO_train2014_000000572689_4.jpg,or_refcoco,1211515,814,572689,2311,girl
77,COCO_train2014_000000572689_4.jpg,or_refcoco,1211515,814,572689,2312,woman
78,COCO_train2014_000000572689_1.jpg,or_refcoco,466867,815,572689,2313,man in white shirt
79,COCO_train2014_000000572689_1.jpg,or_refcoco,466867,815,572689,2314,guy
80,COCO_train2014_000000572689_1.jpg,or_refcoco,466867,815,572689,2315,Man
81,COCO_train2014_000000572554_3.jpg,or_refcoco,215128,828,572554,2351,the man standing
82,COCO_train2014_000000572554_3.jpg,or_refcoco,215128,828,572554,2352,happy man
83,COCO_train2014_000000572554_2.jpg,or_refcoco,190116,829,572554,2353,blondie right
84,COCO_train2014_000000572554_2.jpg,or_refcoco,190116,829,572554,2354,girl right
85,COCO_train2014_000000572554_2.jpg,or_refcoco,190116,829,572554,2355,blond woman
86,COCO_train2014_000000571661_3.jpg,or_refcoco,556260,931,571661,2641,woman on far right
87,COCO_train2014_000000571661_3.jpg,or_refcoco,556260,931,571661,2642,right woman
88,COCO_train2014_000000571661_2.jpg,or_refcoco,503603,932,571661,2643,middle kid
89,COCO_train2014_000000571661_2.jpg,or_refcoco,503603,932,571661,2644,red middle
90,COCO_train2014_000000571661_2.jpg,or_refcoco,503603,932,571661,2645,middle person
91,COCO_train2014_000000571661_17.jpg,or_refcoco,1715849,933,571661,2646,boy in gray hoodie
92,COCO_train2014_000000571661_17.jpg,or_refcoco,1715849,933,571661,2647,person with white hoody
93,COCO_train2014_000000571661_17.jpg,or_refcoco,1715849,933,571661,2648,"Girl, sitting, on left, gray hoodie"
94,COCO_train2014_000000571648_2.jpg,or_refcoco,539352,945,571648,2677,middle player
95,COCO_train2014_000000571648_2.jpg,or_refcoco,539352,945,571648,2678,middle standing player
96,COCO_train2014_000000571648_2.jpg,or_refcoco,539352,945,571648,2679,mid man
97,COCO_train2014_000000571648_1.jpg,or_refcoco,499421,946,571648,2680,player on right (of the three in front)
98,COCO_train2014_000000571648_1.jpg,or_refcoco,499421,946,571648,2681,man on right
99,COCO_train2014_000000571648_1.jpg,or_refcoco,499421,946,571648,2682,right player in front
100,COCO_train2014_000000571648_0.jpg,or_refcoco,481362,947,571648,2683,standing man on left
101,COCO_train2014_000000571648_0.jpg,or_refcoco,481362,947,571648,2684,left smiling man
102,COCO_train2014_000000571563_2.jpg,or_refcoco,554608,954,571563,2703,left guy
103,COCO_train2014_000000571563_2.jpg,or_refcoco,554608,954,571563,2704,"left skier, not center"
104,COCO_train2014_000000571563_2.jpg,or_refcoco,554608,954,571563,2705,left person
105,COCO_train2014_000000571563_1.jpg,or_refcoco,497377,955,571563,2706,skier far right
106,COCO_train2014_000000571563_1.jpg,or_refcoco,497377,955,571563,2707,guy on the right
107,COCO_train2014_000000571563_1.jpg,or_refcoco,497377,955,571563,2708,right person
108,COCO_train2014_000000571563_0.jpg,or_refcoco,474473,956,571563,2709,guy in middle
109,COCO_train2014_000000571563_0.jpg,or_refcoco,474473,956,571563,2710,skier in blue vest
110,COCO_train2014_000000571563_0.jpg,or_refcoco,474473,956,571563,2711,middle person blue vest
111,COCO_train2014_000000570581_7.jpg,or_refcoco,463547,1023,570581,2903,Dude back on bench]
112,COCO_train2014_000000570581_7.jpg,or_refcoco,463547,1023,570581,2904,guy sitting left
113,COCO_train2014_000000570581_7.jpg,or_refcoco,463547,1023,570581,2905,hat bench guy
114,COCO_train2014_000000570581_6.jpg,or_refcoco,450215,1024,570581,2906,guy in sweater on bench using phone
115,COCO_train2014_000000570581_6.jpg,or_refcoco,450215,1024,570581,2907,gray guy
116,COCO_train2014_000000570581_6.jpg,or_refcoco,450215,1024,570581,2908,man
117,COCO_train2014_000000570211_2.jpg,or_refcoco,214354,1052,570211,2987,A MAN ON THE RIGHT WITHOUT THE DOG
118,COCO_train2014_000000570211_2.jpg,or_refcoco,214354,1052,570211,2988,jeans no dog under
119,COCO_train2014_000000570211_2.jpg,or_refcoco,214354,1052,570211,2989,idk my left from my right apparently - jeans on right
120,COCO_train2014_000000570211_1.jpg,or_refcoco,199280,1053,570211,2990,the person on the left
121,COCO_train2014_000000570211_1.jpg,or_refcoco,199280,1053,570211,2991,left person
122,COCO_train2014_000000570211_1.jpg,or_refcoco,199280,1053,570211,2992,guy left
123,COCO_train2014_000000569255_6.jpg,or_refcoco,528800,1152,569255,3282,woman in middle on tight
124,COCO_train2014_000000569255_6.jpg,or_refcoco,528800,1152,569255,3283,lady in the middle on far side of table with smile
125,COCO_train2014_000000569255_6.jpg,or_refcoco,528800,1152,569255,3284,woman with arms folded
126,COCO_train2014_000000569255_5.jpg,or_refcoco,478098,1153,569255,3285,woman with black blanket or shawl
127,COCO_train2014_000000569255_5.jpg,or_refcoco,478098,1153,569255,3286,woman right
128,COCO_train2014_000000569255_27.jpg,or_refcoco,2151056,1154,569255,3287,woman left front of pic
129,COCO_train2014_000000569255_27.jpg,or_refcoco,2151056,1154,569255,3288,girl in front right with hair up
130,COCO_train2014_000000569255_27.jpg,or_refcoco,2151056,1154,569255,3289,gray
131,COCO_train2014_000000567008_12.jpg,or_refcoco,1678379,1333,567008,3806,right girl with back to us
132,COCO_train2014_000000567008_12.jpg,or_refcoco,1678379,1333,567008,3807,rightmost person
133,COCO_train2014_000000567008_12.jpg,or_refcoco,1678379,1333,567008,3808,woman corner lower right
134,COCO_train2014_000000567008_10.jpg,or_refcoco,1292597,1334,567008,3809,man left striped shirt
135,COCO_train2014_000000567008_10.jpg,or_refcoco,1292597,1334,567008,3810,person on left in striped shirt
136,COCO_train2014_000000567008_10.jpg,or_refcoco,1292597,1334,567008,3811,striped shirt
137,COCO_train2014_000000566612_5.jpg,or_refcoco,1754619,1362,566612,3889,guy on left
