index,filename,type,ann_id,ref_id,image_id,sent_id,sentence_raw
1,COCO_train2014_000000581563_3.jpg,or_refcoco,1345868,25,581563,71,lower left corner darkness
2,COCO_train2014_000000581563_3.jpg,or_refcoco,1345868,25,581563,72,bpttom left dark
3,COCO_train2014_000000581563_3.jpg,or_refcoco,1345868,25,581563,73,black van in front of cab
4,COCO_train2014_000000581563_0.jpg,or_refcoco,344837,26,581563,74,Taxi
5,COCO_train2014_000000581563_0.jpg,or_refcoco,344837,26,581563,75,the taxi cab bottom right
6,COCO_train2014_000000581563_0.jpg,or_refcoco,344837,26,581563,76,taxi
7,COCO_train2014_000000581518_2.jpg,or_refcoco,1082811,27,581518,77,top donut
8,COCO_train2014_000000581518_2.jpg,or_refcoco,1082811,27,581518,78,Top of donuts
9,COCO_train2014_000000581518_2.jpg,or_refcoco,1082811,27,581518,79,top donut
10,COCO_train2014_000000581518_0.jpg,or_refcoco,1081593,28,581518,80,donut w/colored sprinkles
11,COCO_train2014_000000581518_0.jpg,or_refcoco,1081593,28,581518,81,middle donut with sprinkles
12,COCO_train2014_000000581518_0.jpg,or_refcoco,1081593,28,581518,82,Second from top
13,COCO_train2014_000000581346_1.jpg,or_refcoco,591091,45,581346,130,Left zebra butt
14,COCO_train2014_000000581346_1.jpg,or_refcoco,591091,45,581346,131,left zebra butt
15,COCO_train2014_000000581346_1.jpg,or_refcoco,591091,45,581346,132,zebra on the left
16,COCO_train2014_000000581346_0.jpg,or_refcoco,588533,46,581346,133,zebra right butt
17,COCO_train2014_000000581346_0.jpg,or_refcoco,588533,46,581346,134,zebra on right
18,COCO_train2014_000000581346_0.jpg,or_refcoco,588533,46,581346,135,right zebra butt
19,COCO_train2014_000000580238_4.jpg,or_refcoco,1391053,164,580238,474,bench the guy is sitting on
20,COCO_train2014_000000580238_4.jpg,or_refcoco,1391053,164,580238,475,bench man in front is sitting on
21,COCO_train2014_000000580238_3.jpg,or_refcoco,576314,165,580238,476,top of bench lower right
22,COCO_train2014_000000580238_3.jpg,or_refcoco,576314,165,580238,477,bench closest to us
23,COCO_train2014_000000580238_3.jpg,or_refcoco,576314,165,580238,478,The bench closest to the camera.
24,COCO_train2014_000000580238_2.jpg,or_refcoco,574236,166,580238,479,blurry bench behind the man but not the one he's sitting on
25,COCO_train2014_000000580238_2.jpg,or_refcoco,574236,166,580238,480,empty bench in between men
26,COCO_train2014_000000580238_2.jpg,or_refcoco,574236,166,580238,481,empty bench behind the man
27,COCO_train2014_000000579299_5.jpg,or_refcoco,1571106,232,579299,662,PIZZA IN THE BACK
28,COCO_train2014_000000579299_5.jpg,or_refcoco,1571106,232,579299,663,top pizza
29,COCO_train2014_000000579299_5.jpg,or_refcoco,1571106,232,579299,664,back pizza
30,COCO_train2014_000000579299_4.jpg,or_refcoco,1071411,233,579299,665,front
31,COCO_train2014_000000579299_4.jpg,or_refcoco,1071411,233,579299,666,front pizza
32,COCO_train2014_000000579299_4.jpg,or_refcoco,1071411,233,579299,667,closest pizza
33,COCO_train2014_000000579299_3.jpg,or_refcoco,680596,234,579299,668,top right ice glass
34,COCO_train2014_000000579299_3.jpg,or_refcoco,680596,234,579299,669,"glass of ice, upper right corner"
35,COCO_train2014_000000579299_3.jpg,or_refcoco,680596,234,579299,670,errr...that was right.  cup of ice on right
36,COCO_train2014_000000579299_2.jpg,or_refcoco,669388,235,579299,671,punch
37,COCO_train2014_000000579299_2.jpg,or_refcoco,669388,235,579299,672,full drink
38,COCO_train2014_000000579299_2.jpg,or_refcoco,669388,235,579299,673,full beverage
39,COCO_train2014_000000579057_5.jpg,or_refcoco,1912382,259,579057,740,left orange
40,COCO_train2014_000000579057_5.jpg,or_refcoco,1912382,259,579057,741,far left orange - out of frame
41,COCO_train2014_000000579057_5.jpg,or_refcoco,1912382,259,579057,742,leftmost orange
42,COCO_train2014_000000579057_4.jpg,or_refcoco,1549021,260,579057,743,apple in front
43,COCO_train2014_000000579057_4.jpg,or_refcoco,1549021,260,579057,744,the apple at the bottom
44,COCO_train2014_000000579057_4.jpg,or_refcoco,1549021,260,579057,745,bottom apple
45,COCO_train2014_000000579057_3.jpg,or_refcoco,1050727,261,579057,746,center lemon that is on top of the aaple
46,COCO_train2014_000000579057_3.jpg,or_refcoco,1050727,261,579057,747,oranges closest to banana middle
47,COCO_train2014_000000579057_3.jpg,or_refcoco,1050727,261,579057,748,orange directly ontop of apple
48,COCO_train2014_000000579057_2.jpg,or_refcoco,1048673,262,579057,749,right apple
49,COCO_train2014_000000579057_2.jpg,or_refcoco,1048673,262,579057,750,pear on right
50,COCO_train2014_000000579057_2.jpg,or_refcoco,1048673,262,579057,751,apple on right
51,COCO_train2014_000000578734_8.jpg,or_refcoco,1914107,285,578734,814,limes in bottom right
52,COCO_train2014_000000578734_8.jpg,or_refcoco,1914107,285,578734,815,bottom right fruit
53,COCO_train2014_000000578734_7.jpg,or_refcoco,1914054,286,578734,816,2nd lime to the right on second row from bottom
54,COCO_train2014_000000578734_7.jpg,or_refcoco,1914054,286,578734,817,"2nd row from bottom, 2nd from left"
55,COCO_train2014_000000578734_6.jpg,or_refcoco,1914006,287,578734,818,bottom second from right
56,COCO_train2014_000000578734_6.jpg,or_refcoco,1914006,287,578734,819,bottom row second from the right
57,COCO_train2014_000000578734_2.jpg,or_refcoco,1912853,288,578734,820,orange to bottom and left of cut orange
58,COCO_train2014_000000578734_2.jpg,or_refcoco,1912853,288,578734,821,fruit to bottom left of sliced fruit
59,COCO_train2014_000000578734_2.jpg,or_refcoco,1912853,288,578734,822,"3rd row, 4th from left"
60,COCO_train2014_000000578619_4.jpg,or_refcoco,1996346,299,578619,850,white dog
61,COCO_train2014_000000578619_4.jpg,or_refcoco,1996346,299,578619,851,white dog
